Gmt time,Open,High,Low,Close,Volume
2023-04-21 16:00:00,1975.882,1983.001,1974.025,1982.674,15696
2023-04-21 20:00:00,1982.707,1983.615,1981.768,1982.924,2059
2023-04-23 20:00:00,1982.119,1985.381,1981.826,1984.657,3555
2023-04-24 00:00:00,1984.656,1984.656,1978.543,1980.825,16077
2023-04-24 04:00:00,1980.793,1983.161,1976.43,1982.699,17512
2023-04-24 08:00:00,1982.702,1986.919,1980.847,1983.077,15866
2023-04-24 12:00:00,1983.073,1987.248,1974.066,1984.805,29346
2023-04-24 16:00:00,1984.802,1990.856,1984.647,1988.748,15327
2023-04-24 20:00:00,1988.717,1996.533,1988.303,1995.053,5977
2023-04-25 00:00:00,1995.052,2000.87,1992.839,1992.841,17763
2023-04-25 04:00:00,1992.847,1997.237,1987.416,1990.235,18277
2023-04-25 08:00:00,1990.248,1991.067,1976.726,1977.582,21722
2023-04-25 12:00:00,1977.614,1994.55,1976.105,1989.967,36251
2023-04-25 16:00:00,1990.003,2003.868,1988.275,1999.182,24855
2023-04-25 20:00:00,1999.148,2001.693,1995.848,2000.21,6848
2023-04-26 00:00:00,2000.215,2002.453,1993.154,1994.063,20848
2023-04-26 04:00:00,1994.095,1999.3,1994.095,1997.925,15835
2023-04-26 08:00:00,1997.935,2001.744,1991.312,1995.784,19333
2023-04-26 12:00:00,1995.754,2009.36,1991.453,1991.483,41120
2023-04-26 16:00:00,1991.506,1992.465,1983.385,1988.017,23877
2023-04-26 20:00:00,1987.985,1991.948,1987.215,1991.685,6298
2023-04-27 00:00:00,1991.654,2000.749,1989.55,1999.828,16185
2023-04-27 04:00:00,1999.859,2003.216,1997.306,1999.412,17211
2023-04-27 08:00:00,1999.443,2001.213,1995.937,1996.882,15429
2023-04-27 12:00:00,1996.914,2003.4,1974.053,1982.261,50246
2023-04-27 16:00:00,1982.291,1991.054,1981.187,1988.134,16423
2023-04-27 20:00:00,1988.164,1988.609,1986.336,1986.951,5715
2023-04-28 00:00:00,1986.916,1991.471,1984.901,1988.932,17994
2023-04-28 04:00:00,1988.914,1990.41,1981.599,1982.353,23309
2023-04-28 08:00:00,1982.449,1984.832,1979.702,1983.303,16767
2023-04-28 12:00:00,1983.317,1995.032,1976.178,1991.731,43811
2023-04-28 16:00:00,1991.763,1994.068,1987.474,1989.244,16956
2023-04-28 20:00:00,1989.278,1989.871,1987.948,1989.414,2296
2023-04-30 20:00:00,1989.639,1991.914,1986.657,1986.933,4632
2023-05-01 00:00:00,1986.965,1987.425,1980.526,1983.34,12946
2023-05-01 04:00:00,1983.374,1986.303,1978.996,1980.932,14652
2023-05-01 08:00:00,1980.905,1989.973,1977.092,1988.983,15433
2023-05-01 12:00:00,1988.985,2005.971,1980.512,1982.955,49994
2023-05-01 16:00:00,1982.922,1984.056,1979.362,1979.757,18025
2023-05-01 20:00:00,1979.788,1983.296,1979.638,1981.411,5610
2023-05-02 00:00:00,1981.423,1985.228,1981.343,1982.146,12887
2023-05-02 04:00:00,1982.11,1985.727,1980.427,1981.368,15134
2023-05-02 08:00:00,1981.38,1990.187,1978.493,1986.385,16768
2023-05-02 12:00:00,1986.352,2015.503,1984.453,2014.397,48184
2023-05-02 16:00:00,2014.428,2019.385,2011.197,2018.236,24134
2023-05-02 20:00:00,2018.269,2018.269,2015.526,2015.943,5018
2023-05-03 00:00:00,2015.954,2018.757,2014.203,2018.464,9668
2023-05-03 04:00:00,2018.463,2019.472,2012.647,2014.858,12860
2023-05-03 08:00:00,2014.838,2017.444,2014.311,2015.854,14514
2023-05-03 12:00:00,2015.887,2026.795,2007.749,2023.561,35031
2023-05-03 16:00:00,2023.529,2036.033,2016.979,2035.222,51084
2023-05-03 20:00:00,2035.189,2080.004,2029.081,2051.994,29760
2023-05-04 00:00:00,2051.996,2057.134,2038.297,2040.943,23648
2023-05-04 04:00:00,2040.91,2045.473,2030.364,2034.607,21775
2023-05-04 08:00:00,2034.544,2044.866,2031.161,2042.022,19830
2023-05-04 12:00:00,2041.991,2059.575,2032.075,2050.976,65463
2023-05-04 16:00:00,2051.009,2054.094,2044.474,2049.593,28828
2023-05-04 20:00:00,2049.623,2050.922,2047.518,2049.96,6461
2023-05-05 00:00:00,2049.961,2052.994,2045.473,2049.786,14524
2023-05-05 04:00:00,2049.82,2051.136,2039.345,2040.544,16305
2023-05-05 08:00:00,2040.547,2041.701,2034.744,2035.479,16151
2023-05-05 12:00:00,2035.473,2038.313,1999.489,2015.189,58140
2023-05-05 16:00:00,2015.22,2018.823,2013.036,2017.804,19813
2023-05-05 20:00:00,2017.835,2018.939,2015.76,2016.687,2165
2023-05-07 20:00:00,2016.465,2017.319,2014.212,2016.044,4614
2023-05-08 00:00:00,2016.013,2023.976,2015.187,2023.227,14730
2023-05-08 04:00:00,2023.243,2024.708,2020.121,2021.474,13850
2023-05-08 08:00:00,2021.439,2025.433,2019.975,2022.265,13680
2023-05-08 12:00:00,2022.289,2029.272,2017.872,2027.135,27516
2023-05-08 16:00:00,2027.103,2029.357,2020.228,2020.308,16197
2023-05-08 20:00:00,2020.339,2022.432,2020.174,2021.275,5227
2023-05-09 00:00:00,2021.303,2024.958,2019.52,2024.915,12622
2023-05-09 04:00:00,2024.932,2028.735,2021.612,2024.663,15302
2023-05-09 08:00:00,2024.633,2032.806,2021.415,2031.046,16213
2023-05-09 12:00:00,2031.037,2032.083,2022.917,2026.914,25729
2023-05-09 16:00:00,2026.95,2037.599,2026.872,2034.277,18482
2023-05-09 20:00:00,2034.316,2037.156,2034.121,2036.308,4885
2023-05-10 00:00:00,2036.348,2038.22,2030.478,2031.713,12227
2023-05-10 04:00:00,2031.68,2032.975,2027.452,2031.699,13403
2023-05-10 08:00:00,2031.694,2032.079,2026.277,2029.283,14378
2023-05-10 12:00:00,2029.315,2048.183,2021.431,2025.02,53580
2023-05-10 16:00:00,2024.988,2034.164,2024.527,2030.93,19097
2023-05-10 20:00:00,2030.963,2032.11,2029.139,2031.474,4355
2023-05-11 00:00:00,2031.448,2036.385,2031.169,2032.404,13766
2023-05-11 04:00:00,2032.401,2033.146,2021.797,2025.6,16716
2023-05-11 08:00:00,2025.552,2039.115,2021.643,2036.774,22005
2023-05-11 12:00:00,2036.805,2040.968,2011.141,2013.588,55499
2023-05-11 16:00:00,2013.555,2018.303,2012.879,2014.186,18431
2023-05-11 20:00:00,2014.22,2016.634,2013.765,2016.383,5245
2023-05-12 00:00:00,2016.405,2017.523,2008.562,2011.634,16409
2023-05-12 04:00:00,2011.603,2012.608,2005.655,2008.773,16860
2023-05-12 08:00:00,2008.761,2009.727,2000.933,2004.759,18151
2023-05-12 12:00:00,2004.756,2022.536,2003.576,2009.42,37532
2023-05-12 16:00:00,2009.387,2016.393,2008.347,2010.908,17197
2023-05-12 20:00:00,2010.939,2011.492,2010.397,2010.949,1618
2023-05-14 20:00:00,2008.702,2011.994,2008.702,2009.596,3383
2023-05-15 00:00:00,2009.589,2018.829,2008.675,2014.024,14943
2023-05-15 04:00:00,2014.021,2020.024,2013.261,2018.409,15252
2023-05-15 08:00:00,2018.376,2020.877,2011.923,2013.072,14075
2023-05-15 12:00:00,2013.071,2022.12,2011.492,2017.716,26025
2023-05-15 16:00:00,2017.733,2021.396,2014.39,2014.991,13407
2023-05-15 20:00:00,2014.987,2016.634,2013.802,2014.437,3850
2023-05-16 00:00:00,2014.448,2018.317,2014.163,2016.936,11495
2023-05-16 04:00:00,2016.935,2017.72,2002.516,2010.079,17649
2023-05-16 08:00:00,2010.048,2010.307,2005.148,2005.504,13754
2023-05-16 12:00:00,2005.509,2014.894,1994.506,1995.983,38797
2023-05-16 16:00:00,1995.991,1997.046,1985.489,1989.91,21205
2023-05-16 20:00:00,1989.944,1991.18,1988.092,1989.667,5184
2023-05-17 00:00:00,1989.67,1993.015,1989.67,1991.34,13385
2023-05-17 04:00:00,1991.342,1992.087,1986.614,1987.656,14344
2023-05-17 08:00:00,1987.625,1989.101,1983.712,1987.417,15716
2023-05-17 12:00:00,1987.428,1987.994,1974.846,1980.428,33252
2023-05-17 16:00:00,1980.396,1984.549,1980.131,1983.023,16288
2023-05-17 20:00:00,1982.992,1983.589,1980.946,1982.754,3759
2023-05-18 00:00:00,1982.768,1986.01,1981.37,1982.311,12169
2023-05-18 04:00:00,1982.305,1982.756,1973.468,1974.544,15508
2023-05-18 08:00:00,1974.577,1978.894,1972.183,1974.123,16272
2023-05-18 12:00:00,1974.126,1975.542,1951.974,1956.025,37856
2023-05-18 16:00:00,1956.041,1958.93,1953.975,1957.305,16620
2023-05-18 20:00:00,1957.315,1959.189,1956.912,1958.393,4042
2023-05-19 00:00:00,1958.402,1963.648,1954.041,1963.311,15176
2023-05-19 04:00:00,1963.28,1968.75,1960.655,1966.903,16125
2023-05-19 08:00:00,1966.898,1968.237,1962.323,1963.734,16225
2023-05-19 12:00:00,1963.702,1984.224,1957.174,1974.875,43065
2023-05-19 16:00:00,1974.843,1983.266,1973.131,1976.149,20495
2023-05-19 20:00:00,1976.179,1977.814,1975.477,1977.741,1979
2023-05-21 20:00:00,1978.043,1981.518,1978.043,1980.866,3723
2023-05-22 00:00:00,1980.865,1982.358,1976.321,1977.88,15425
2023-05-22 04:00:00,1977.91,1978.782,1971.248,1976.838,15642
2023-05-22 08:00:00,1976.821,1982.567,1969.812,1972.973,16111
2023-05-22 12:00:00,1972.946,1978.616,1968.877,1972.455,30740
2023-05-22 16:00:00,1972.487,1978.908,1971.652,1972.132,15746
2023-05-22 20:00:00,1972.102,1972.633,1969.624,1969.821,4707
2023-05-23 00:00:00,1969.852,1971.774,1960.28,1962.778,16719
2023-05-23 04:00:00,1962.746,1964.586,1955.48,1957.177,17174
2023-05-23 08:00:00,1957.21,1961.294,1954.269,1958.873,17693
2023-05-23 12:00:00,1958.875,1973.567,1957.737,1967.352,37833
2023-05-23 16:00:00,1967.35,1977.776,1966.277,1974.854,20080
2023-05-23 20:00:00,1974.89,1977.326,1974.255,1975.059,4680
2023-05-24 00:00:00,1975.08,1977.003,1972.772,1976.492,13968
2023-05-24 04:00:00,1976.491,1980.6,1970.702,1974.052,17364
2023-05-24 08:00:00,1974.082,1982.021,1973.558,1981.894,16951
2023-05-24 12:00:00,1981.892,1985.198,1960.327,1963.026,32740
2023-05-24 16:00:00,1963.064,1965.273,1956.721,1959.009,23036
2023-05-24 20:00:00,1958.997,1961.877,1957.128,1959.789,7439
2023-05-25 00:00:00,1959.786,1960.138,1955.0,1957.244,16445
2023-05-25 04:00:00,1957.251,1961.368,1954.923,1959.45,15533
2023-05-25 08:00:00,1959.459,1964.749,1959.247,1961.964,15700
2023-05-25 12:00:00,1961.996,1963.099,1939.267,1945.431,48147
2023-05-25 16:00:00,1945.464,1946.945,1938.851,1940.19,17597
2023-05-25 20:00:00,1940.155,1943.195,1939.415,1940.553,6033
2023-05-26 00:00:00,1940.53,1948.817,1936.651,1948.461,15953
2023-05-26 04:00:00,1948.445,1957.257,1947.003,1956.24,17227
2023-05-26 08:00:00,1956.209,1956.752,1951.029,1951.483,14488
2023-05-26 12:00:00,1951.473,1953.885,1938.779,1943.495,37113
2023-05-26 16:00:00,1943.465,1947.603,1942.828,1947.44,15519
2023-05-26 20:00:00,1947.471,1947.539,1946.234,1946.871,1576
2023-05-28 20:00:00,1943.302,1946.286,1943.265,1943.691,4454
2023-05-29 00:00:00,1943.724,1946.203,1940.308,1945.58,12607
2023-05-29 04:00:00,1945.584,1948.911,1943.778,1944.214,11198
